상호명,지점명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번본번지,지번부번지,지번주소,건물본번지,건물부번지,건물명,도로명주소,신우편번호,경도,위도
금암피순대,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,729,3,전북특별자치도 전주시 덕진구 금암동 729-3,400,61,,전북특별자치도 전주시 덕진구 기린대로 400-61,54931,127.1328207,35.83836339
장수버섯마을,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,238,1,전북특별자치도 전주시 완산구 중화산동2가 238-1,15,,,전북특별자치도 전주시 완산구 영경1길 15,54984,127.124521,35.81813901
부잣집,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,우아1동,우아동3가,752,65,전북특별자치도 전주시 덕진구 우아동3가 752-65,70,,,전북특별자치도 전주시 덕진구 도당산로 70,54910,127.1575552,35.84785077
열하루수산,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 덕진구,우아1동,우아동3가,748,9,전북특별자치도 전주시 덕진구 우아동3가 748-9,790,,,전북특별자치도 전주시 덕진구 백제대로 790,54910,127.1549854,35.84703397
소곤,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1331,14,전북특별자치도 전주시 덕진구 송천동2가 1331-14,29,,,전북특별자치도 전주시 덕진구 세병남로 29,55149,127.1272965,35.87228359
할매국수본가,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,금암2동,금암동,186,93,전북특별자치도 전주시 덕진구 금암동 186-93,21,,,전북특별자치도 전주시 덕진구 건산로 21,54925,127.140085,35.83401108
아리랑숯불갈비,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,801,,전북특별자치도 전주시 완산구 서신동 801,7,,,전북특별자치도 전주시 완산구 서신천변15길 7,54951,127.113497,35.83177697
쏭스컵밥,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동3가,1167,5,전북특별자치도 전주시 완산구 효자동3가 1167-5,10,,,전북특별자치도 전주시 완산구 백마산길 10,55068,127.0919881,35.81806016
칠봉농원유황오리참숯구이,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,743,4,전북특별자치도 전주시 완산구 삼천동1가 743-4,6,,,전북특별자치도 전주시 완산구 안행로 6,55104,127.1294812,35.79942357
거시기네순대,백화점,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동3가,377,,전북특별자치도 전주시 덕진구 우아동3가 377,3,,,전북특별자치도 전주시 덕진구 안덕원1길 3,54912,127.1654602,35.84313559
축제가요주점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,928,4,전북특별자치도 전주시 덕진구 우아동2가 928-4,18,5,,전북특별자치도 전주시 덕진구 아중2길 18-5,55023,127.1733785,35.82968669
논가마,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자4동,효자동2가,730,,전북특별자치도 전주시 완산구 효자동2가 730,175,,,전북특별자치도 전주시 완산구 천잠로 175,55070,127.0976353,35.80303167
전주성,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,노송동,서노송동,567,7,전북특별자치도 전주시 완산구 서노송동 567-7,85,,,전북특별자치도 전주시 완산구 현무3길 85,55000,127.1489514,35.82277073
동문원,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,경원동2가,37,1,전북특별자치도 전주시 완산구 경원동2가 37-1,91,,,전북특별자치도 전주시 완산구 동문길 91,55039,127.1490863,35.81798488
초원집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암2동,금암동,1602,22,전북특별자치도 전주시 덕진구 금암동 1602-22,269,,,전북특별자치도 전주시 덕진구 견훤왕궁로 269,54921,127.1446373,35.84201786
대성식품,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,풍남동,경원동1가,104,26,전북특별자치도 전주시 완산구 경원동1가 104-26,157,5,,전북특별자치도 전주시 완산구 팔달로 157-5,55038,127.1471578,35.81628387
모악산정,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천3동,중인동,990,,전북특별자치도 전주시 완산구 중인동 990,195,,,전북특별자치도 전주시 완산구 중인1길 195,55144,127.0905306,35.76228197
추억과낭만,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천2동,송천동1가,626,76,전북특별자치도 전주시 덕진구 송천동1가 626-76,29,6,,전북특별자치도 전주시 덕진구 시천로 29-6,54832,127.1141822,35.86199544
불철주야완산,2호점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1682,3,전북특별자치도 전주시 완산구 효자동3가 1682-3,14,4,,전북특별자치도 전주시 완산구 배학4길 14-4,54964,127.0982975,35.81963237
교동석갈비,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,풍남동,풍남동3가,66,2,전북특별자치도 전주시 완산구 풍남동3가 66-2,26,,,전북특별자치도 전주시 완산구 태조로 26,55042,127.1519902,35.81464658
차미경꽃게이야기,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1528,3,전북특별자치도 전주시 완산구 효자동3가 1528-3,10,,,전북특별자치도 전주시 완산구 홍산4길 10,54969,127.1099811,35.81831542
진안무드기,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,186,3,전북특별자치도 전주시 완산구 중화산동2가 186-3,4,,,전북특별자치도 전주시 완산구 선너머로 4,54986,127.1251932,35.81630875
이삭토스트,에코시티점,기타 간이,토스트/샌드위치/샐러드,피자; 햄버거; 샌드위치 및 유사 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1331,14,전북특별자치도 전주시 덕진구 송천동2가 1331-14,29,,,전북특별자치도 전주시 덕진구 세병남로 29,55149,127.1272965,35.87228359
목포홍어횟집,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,533,2,전북특별자치도 전주시 완산구 중화산동2가 533-2,13,,,전북특별자치도 전주시 완산구 산월1길 13,54980,127.1216578,35.81270734
숯불오겹살,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,평화1동,평화동1가,529,1,전북특별자치도 전주시 완산구 평화동1가 529-1,25,,,전북특별자치도 전주시 완산구 덕적골1길 25,55120,127.1389775,35.79550149
명랑시대쌀핫도그,송천점,기타 간이,빵/도넛,간이 음식 포장 판매 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동1가,101,3,전북특별자치도 전주시 덕진구 송천동1가 101-3,144,,송천신일,전북특별자치도 전주시 덕진구 솔내로 144,54823,127.1271156,35.86300988
신아중식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,837,4,전북특별자치도 전주시 덕진구 인후동1가 837-4,14,,,전북특별자치도 전주시 덕진구 동가재미3길 14,55019,127.1620316,35.83358694
골프존파크조촌,반월점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,조촌동,반월동,385,7,전북특별자치도 전주시 덕진구 반월동 385-7,119,,,전북특별자치도 전주시 덕진구 쪽구름로 119,54808,127.072209,35.87369923
그레이스케이전주점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,동서학동,대성동,5,,전북특별자치도 전주시 완산구 대성동 5,5216,,,전북특별자치도 전주시 완산구 춘향로 5216,55115,127.1777273,35.79961429
좋은고기,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,776,5,전북특별자치도 전주시 완산구 중화산동2가 776-5,10,,,전북특별자치도 전주시 완산구 신촌4길 10,54975,127.1171843,35.81794811
오수장안집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,풍남동1가,23,1,전북특별자치도 전주시 완산구 풍남동1가 23-1,56,,,전북특별자치도 전주시 완산구 동문길 56,55039,127.1508474,35.81882986
삼시세끼,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,46,6,전북특별자치도 전주시 덕진구 송천동1가 46-6,71,,,전북특별자치도 전주시 덕진구 사근1길 71,54820,127.1350378,35.86646205
요달의찜닭,중화산점,한식,닭/오리고기 구이/찜,간이 음식 포장 판매 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,755,5,전북특별자치도 전주시 완산구 중화산동2가 755-5,107,,,전북특별자치도 전주시 완산구 중화산로 107,54974,127.117951,35.82010137
시골전집,,한식,전/부침개,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동1가,893,16,전북특별자치도 전주시 덕진구 우아동1가 893-16,16,,,전북특별자치도 전주시 덕진구 인교5길 16,55028,127.1737383,35.82716264
무늬과자,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,풍남동,교동,222,7,전북특별자치도 전주시 완산구 교동 222-7,84,,,전북특별자치도 전주시 완산구 전주천동로 84,55044,127.1513859,35.81105131
삼산회관전주,에코시티점,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1327,10,전북특별자치도 전주시 덕진구 송천동2가 1327-10,31,3,예스빌딩,전북특별자치도 전주시 덕진구 세병2길 31-3,55149,127.1270653,35.87314002
별미뚝배기,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아1동,우아동3가,747,86,전북특별자치도 전주시 덕진구 우아동3가 747-86,25,,,전북특별자치도 전주시 덕진구 우아로 25,54909,127.1559657,35.85015105
저스트텐동전주만성점,,일식,일식 카레/돈가스/덮밥,일식 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1366,5,전북특별자치도 전주시 덕진구 만성동 1366-5,29,,,전북특별자치도 전주시 덕진구 만성중앙로 29,54860,127.075248,35.84373966
오타마,신시가지점,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1535,7,전북특별자치도 전주시 완산구 효자동3가 1535-7,29,,,전북특별자치도 전주시 완산구 홍산중앙로 29,54969,127.1088052,35.81613544
대박삼겹김치찜앤초대박등갈비김치찜혁신만성점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,혁신동,중동,776,6,전북특별자치도 전주시 덕진구 중동 776-6,33,4,,전북특별자치도 전주시 덕진구 오공로 33-4,54871,127.0593695,35.83651145
토속식당,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,혁신동,중동,785,6,전북특별자치도 전주시 덕진구 중동 785-6,11,,,전북특별자치도 전주시 덕진구 오정2길 11,54872,127.0613717,35.83503238
순이영산포홍어효자,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,효자2동,효자동1가,594,4,전북특별자치도 전주시 완산구 효자동1가 594-4,3,,,전북특별자치도 전주시 완산구 신봉4길 3,55051,127.1184815,35.81220581
사탕발림,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,607,4,전북특별자치도 전주시 완산구 효자동1가 607-4,5,7,,전북특별자치도 전주시 완산구 신봉5길 5-7,55051,127.1146636,35.811849
찬들김밥,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,우아1동,우아동3가,744,4,전북특별자치도 전주시 덕진구 우아동3가 744-4,2,,,전북특별자치도 전주시 덕진구 우아9길 2,54908,127.1561883,35.85079966
장군장어,,한식,해산물 구이/찜,한식 해산물 요리 전문점,전북특별자치도,전주시 덕진구,인후1동,인후동1가,591,,전북특별자치도 전주시 덕진구 인후동1가 591,227,,,전북특별자치도 전주시 덕진구 안덕원로 227,54920,127.1517443,35.83661958
